cas_number|chemical_name|ecotox_group|dtxsid
74070465|2-Chloro-6-nitro-3-phenoxybenzenamine||DTXSID7058175
74115245|3,6-Bis(2-chlorophenyl)-1,2,4,5-tetrazine|Endocrine Disrupting Chemicals (EDCs)|DTXSID9023881
74174440|(1R,3aS,3bS,6aS,8S,9R,10aR,10bS,12aS)-1-[(1S,4S)-4-Ethyl-2,3-dihydroxy-1,5-dimethylhexyl]hexadecahydro-8,9-dihydroxy-10a,12a-dimethyl-6H-benz[c]indeno[5,4-e]oxepin-6-one||
74214634|9H-Pyrido[3,4-b]indole-3-carboxylic acid ||DTXSID30225209
74222972|2-[[[[(4,6-Dimethyl-2-pyrimidinyl)amino]carbonyl]amino]sulfonyl]benzoic acid, Methyl ester||DTXSID0034936
74223566|2-[[[[(4,6-Dimethyl-2-pyrimidinyl)amino]carbonyl]amino]sulfonyl]benzoic acid||DTXSID20225213
74223646|2-[[[[(4-Methoxy-6-methyl-1,3,5-triazin-2-yl)amino]carbonyl]amino]sulfonyl]benzoic acid methyl ester||DTXSID6023864
74239466|DPX 965||DTXSID901034885
74261657|1-Azido-4-isothiocyanatobenzene||DTXSID20225273
74278221|N-[4-[[4-(Dimethylamino)phenyl]phenylmethylene]-2,5-cyclohexadien-1-ylidene]-N-methylmethanaminium chloride mixt. with cadmium decanedioate (1:1), chromic acid (H2CrO4) dipotassium salt and tetramethylthioperoxydicarbonic diamide ([(Me2N)C(S)]2S2)||DTXSID901035421
74332755|2-(2,4-Dichloro-5-iodophenoxy)acetic acid||DTXSID10705852
74337250|(1R,3R)-3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid (pentafluorophenyl)methyl ester||
74338242|2,3,3',4-Tetrachloro-1,1'-biphenyl||
74338504|3,5-Dichloro-4'-isopropyl biphenyl||DTXSID50225347
74359061|1,1,1,3,3,3-Hexafluoropropan-2-yl 2-fluoroprop-2-enoate|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID30622698
74381536|6-D-Leucine-9-(N-ethyl-L-prolinamide)-1-9-luteinizing hormone-releasing factor (swine) monoacetate (salt)||DTXSID7049009
74427228|2,2-Difluoroethyl trifluoromethanesulfonate|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID30378880
74430925|(1R,3S)-rel-2,2-Dimethyl-3-(2-methyl-1-propen-1-yl)cyclopropanecarboxylic acid, (3-Phenoxyphenyl)methyl ester||DTXSID801019680
74430947|(1R,3R)-rel-2,2-Dimethyl-3-(2-methyl-1-propen-1-yl)cyclopropanecarboxylic acid, (3-Phenoxyphenyl)methyl ester||DTXSID601020421
74432136|Alcohols, ethoxylated||
74434223|DN-75||DTXSID001035074
74444818|5-Chloro-1,3-dihydro-2H-inden-2-one||
74469004|(2R,3Z,5R)-3-(2-Hydroxyethylidene)-7-oxo-4-oxa-1-azabicyclo[3.2.0]heptane-2-carboxylic acid potassium salt (1:1) mixt. with (2S,5R,6R)-6-[[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid||
74472347|2,3,4',5-Tetrachloro-1,1'-biphenyl||
74472369|2,3,3',5,6-Pentachloro-1,1'-biphenyl||DTXSID4074225
74472370|2,3,4,4',5-Pentachloro-1,1'-biphenyl||DTXSID9074226
74472381|2,3,4,4',6-Pentachloro-1,1'-biphenyl||
74472427|2,3,3',4,4',6-Hexachloro-1,1'-biphenyl||
74472483|2,2',3,4,4',6,6'-Heptachloro-1,1'-biphenyl||DTXSID3074236
74472507|2,3,3',4,4',5',6-Heptachloro-1,1'-biphenyl||
74472529|2,2',3,4,4',5,6,6'-Octachloro-1,1'-biphenyl||
74474183|N'-(4-Cyclohexylphenyl)-N,N-diethyl-1,2-ethanediamine||DTXSID301033203
74487857|2,2',3,4',5,6,6'-Heptachloro-1,1'-biphenyl||DTXSID7074242
74499233|Saponins, Quillaja saponaria||DTXSID20104877
74512122|1-[(1Z)-2-[2-(4-Chlorophenoxy)ethoxy]-2-(2,4-dichlorophenyl)-1-methylethenyl]-1H-imidazole|Conazoles|
74515029|Propionic acid, 4-biphenylyl ester||DTXSID40291273
74562995|1,1,1',1'-Tetra(p-chlorophenyl)dimethyl ether||DTXSID60275590
74565676|Printan||DTXSID901034673
74566124|ZM (byproduct)||
74566351|Gold alloy, Base, (Eclipse)||
74592715|2-(2,3,5-Trimethylphenoxy)acetic acid||DTXSID40277411
74592839|2-(2,4,5-Trichlorophenoxy)butanoic acid||DTXSID801034632
74610552|Tylosin, (2R,3R)-2,3-dihydroxybutanedioate (1:1)||DTXSID3045938
74611282|1-[10,11-Dihydro-8-(methylthio)dibenzo[b,f]thiepin-10-yl]-4-methylpiperazine methanesulfonate (1:1)||DTXSID501017459
74665842|Fire-Trol 100||DTXSID101033314
74665864|Fire-trol 931||DTXSID001033311
74725943|beta-(4-Chlorophenoxy)-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol mixt. with 2-(3,5-dimethyl-1H-pyrazol-1-yl)-1H-benzimidazole and 2-(2-furanyl)-1H-benzimidazole||
74738173|4-(2,3-Dichlorophenyl)-1H-pyrrole-3-carbonitrile||DTXSID0036633
74764617|[3-(2-Oxo-1-pyrrolidinyl)propyl]thiourea||
74772773|5-[[4-[(1-Methylcyclohexyl)methoxy]phenyl]methyl]-2,4-thiazolidinedione||DTXSID0040757
74812069|Atplus 555||
74871333|Spolapon AOS||DTXSID001021233
74871402|Dubaral SP||DTXSID801034113
74885099|3-(2-Aminoethyl)-1H-indole-5-carboxamide||DTXSID60996379
74918404|3,6-Dichlorodibenzofuran||
74925487|1,2-Dichloroindan||DTXSID90289640
75021715|(2S)-2-[4-(2,4-Dichlorophenoxy)phenoxy]propanoic acid||DTXSID70515398
75022229|Arafosfotion||DTXSID101021236
75039848|(2E)-2-Undecen-1-ol||DTXSID70880856
75046161|[{3-[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluorooctane-1-sulfonyl)amino]propyl}(dimethyl)azaniumyl]acetate|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID50883082
75088801|(5R)-4-[(2R,6R)-3,6-Dihydro-6-hydroxy-5-[(3E)-4-methyl-6-(2,6,6-trimethyl-1-cyclohexen-1-yl)-3-hexenyl]-2H-pyran-2-yl]-5-hydroxy-2(5H)-furanone||DTXSID401028174
75088812|5-(Acetyloxy)-4-[(2R)-3,6-dihydro-6-hydroxy-5-[(3E)-4-methyl-6-(2,6,6-trimethyl-1-cyclohexen-1-yl)-3-hexenyl]-2H-pyran-2-yl]-2(5H)-furanone||DTXSID901035621
75139616|Swaryl 10C||DTXSID801033646
75139627|Swascofix CD 38||DTXSID701033631
75184713|N-[6-(Propylsulfonyl)-1H-benzimidazol-2-yl]carbamic acid methyl ester||DTXSID00226167
75198800|3-[(4-Amino-5-methoxy-2-methyl(phenyl)azo]-1,5-naphthalenedisulfonic acid, Lithium sodium salt||DTXSID601033745
75216205|Fluosol DA||
75217242|Cyclopropanecarboxylic acid 3-(2,2-dichloroethenyl)-2,2-dimethyl-(3-phenoxyphenyl)methyl ester mixt. with O-[2-(diethylamino)-6-methyl-4-pyrimidinyl]O,O-dimethyl phosphorothioate||DTXSID40996675
75217253|N-1H-Benzimidazol-2-ylcarbamic acid methyl ester mixt. with N-propyl-N-[2-(2,4,6-trichlorophenoxy)ethyl]-1H-imidazole-1-carboxamide||DTXSID80226185
75230421|4-(2-Hydroxyethoxy)benzophenone, Acetate||DTXSID501034419
75248872|Dichlorobenzoic acid||
75285437|Dermcusal A||
75308848|3a,4,7,7a-Tetrahydro-2-[(1,1,2,2-tetrachloroethyl)thio]-1H-isoindole-1,3(2H)-dione mixt. with 1-(4-chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone||
75314828|1-Tetradecanesulfonic acid, ion(1-)||DTXSID901019683
75321209|1,3-Dinitropyrene||DTXSID5074975
75330755|(2S)-(1S,3R,7S,8S,8aR)-1,2,3,7,8,8a-Hexahydro-3,7-dimethyl-8-[2-[(2R,4R)-tetrahydro-4-hydroxy-6-oxo-2H-pyran-2-yl]ethyl]-1-naphthalenyl ester butanoic acid|Pharmaceutical Personal Care Products (PPCPs)|DTXSID5020784
75345276|Polyquaternium-1||DTXSID701027149
75354368|(5R,7R)-rel-7-Methyl-1,6-dioxaspiro[4.5]decane  ||
75365730|1,1'-Dimethyl-4,4'-bipyridinium chloride hydrate (1:2:?)||
75376306|Hexadecanoic acid, compd. with N-butyl-1-butanamine||
75404170|2-(2-Diallylaminoethyl)pyridine||DTXSID701033974
75422434|Paracum ASD||DTXSID301339172
75422445|Paracum-21/SM (Ethoxylated carbonic acids w/z 3 etho groups)||DTXSID801035347
75431491|2,6-Dichlorophenol, Phosphate (3:1)||DTXSID5022302
75448565|N-1H-Benzimidazol-2-yl-carbamic acid methyl ester, mixt. with 1-(4-chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone||
75457124|N-Dodecyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-1-octanesulfonamide|Per- and Polyfluoroalkyl Substances (PFAS)|
75472923|(2R,3R)-3-(Acetyloxy)-5-[2-(dimethylamino)ethyl]-2,3-dihydro-2-(4-methoxyphenyl)-1,5-benzothiazepin-4(5H)-one||
75477122|2-(4-Chloro-2-methylphenoxy)propanoic acid mixt. with sodium (4-chloro-2-methylphenoxy)acetate||
75492443|Monopotassium pertechnetate||DTXSID901033968
75497926|1H-Indole-3-butanoic acid mixt. with 2-methyl-1-naphthaleneacetamide 2-methyl-1-naphthaleneacetic acid, 1-naphthaleneacetamide and tetramethylthioperoxydicarbonic diamide ([(Me2N)C(S)]2S2)||
75530686|2-Cyano-1,4-dihydro-6-methyl-4-(3-nitrophenyl)-3,5-pyridine dicarboxylic acid 3-methyl-5-(1-methylethyl)ester||
75534597|Sulfonic acids, C13-18-sec-Alkane, Sodium salts||DTXSID80891731
75534600|Niferex||
75602550|Applied 8-40||
75602630|Corexit 8354||
75602663|DCPD||
75602696|Emkem Spillash LT||DTXSID701035437
75602981|Shell Dispersant Concentrate||DTXSID201033686
75602992|Shell dispersant LTX||DTXSID80107728
75603064|Value 100||DTXSID401036062
75621033|N,N-Dimethyl-3-sulfo-N-[3[[3-alpha, 5-beta, 7-alpha, 12-alpha)-3,7,12-trihydroxy-24-oxocholan-24-yl]amino]propyl]-1-propanaminium, Hydroxide||DTXSID70997059
75701745|N-(2,6-Dimethylphenyl)-N-(2-methoxyacetyl)alanine methyl ester mixt. with [N-[2-[(dithiocarboxy)amino]ethyl]carbamodithioato(2-)-kappaS,kappaS']manganese and [N-[2-[(dithiocarboxy)amino]ethyl]carbamodithioato(2-)-kappaS,kappaS']zinc||DTXSID70226614
75736333|(R*,R*)-(+-)-beta-[(2,4-Dichlorophenyl)methyl]-alpha-(1,1-dimethylethyl-1H-1,2,4-triazole-1-ethanol||DTXSID2058178
75737381|3-[(9H-Purin-6-ylamino)methyl]phenol||DTXSID70468557
75797910|N,N'''-(Iminodi-8,1-octanediyl)bis-guanidine mixt. with alkylbenzyldimethylammonium chlorides||
75847733|N-[(2S)-1-Ethoxy-1-oxo-4-phenylbutan-2-yl]-L-alanyl-L-proline|Pharmaceutical Personal Care Products (PPCPs)|DTXSID5022982
75851137|1-(N-Acetyl-D-phenylalanine)-2-(4-chloro-D-phenylalanine)-3-D-tryptophan-6-D-tryptophan-luteinizing hormone-releasing factor (swine)||
75867004|(1R,3S)-3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid (2,3,4,5,6-pentafluorophenyl)methyl ester||DTXSID1041972
75882267|Pentron D-90||DTXSID001034521
75899682|(2E)-4-Hydroxy-2-nonenal||DTXSID4040395
75923589|Vitavax R||DTXSID101035558
76041719|3-Chloro-5-(trifluoromethyl)-2(1H)-pyridinone||
76050425|Carbomer 940||
76050607|Kerb mix||
76060350|(1E)-1-(4-Hydroxy-3-methoxyphenyl)-1-decene-3,5-dione||
76080778|Potassium arsenate|Arsenic|
76095164|N-[(1S)-1-(Ethoxycarbonyl)-3-phenylpropyl]-L-alanyl-L-proline (2Z)-2-butenedioate (1:1)||DTXSID30896796
76114733|2-Propyn-1-yl ester N-butylcarbamic acid||
76123461|Acetic acid, calcium magnesium salt||DTXSID20226987
76150919|2,2'-[1,4-Phenylenebis(oxy)]bis[3,5-dichloropyridine||DTXSID8020175
76180966|3-Methyl-3H-imidazo[4,5-f]quinolin-2-amine||DTXSID4020745
76188642|Thiocyanic acid, Methylene ester mixt. with sulfonylbis[trichloromethane]||DTXSID001034402
76202001|(2S,2'S,3S,3'S,6R,6'R)-6,6'-[(1,2,3,5,8,8a-Hexahydro-6,8-indolizinediyl)di-10,1-decanediyl]bis[2-methyl-3-piperidinol||DTXSID501033954
76205191|1-(4-Chlorophenyl)-1,2-dihydro-3H-pyrazol-3-one||
76253606|Dichloro[(dichlorophenyl)methyl]methylbenzene||
76274469|2-(Dimethylamino)-2-(hydroxyimino)-N-[[(methylamino)carbonyl]oxy]ethanimidothioic acid methyl ester||
76280916|2,3,4,5-Tetrachloro-6-[[(2,3-dichlorophenyl)amino]carbonyl]benzoic acid||DTXSID7058179
76330068|2,6-Dichloro-4-hydroxy-3,5-dimethoxybenzaldehyde||DTXSID2072837
76341690|2-Chloro-4-hydroxy-3,5-dimethoxybenzaldehyde||DTXSID7072838
76343947|(4R)-4-[(1R,4Z,8Z,10S,13R,15R)-15-Hydroxy-5,10-dimethyl-3-oxo-2,14-dioxabicyclo[11.3.1]heptadeca-4,8-dien-15-yl]-2-thiazolidinone||DTXSID10881387
76351218|3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid cis(2-methyl[1,1'-biphenyl]3-yl)methyl ester||DTXSID90997713
76364415|N-(Phosphonomethyl)glycine mixt. with 4-amino-3,5,6-trichloro-2-pyridinecarboxylic acid||
76416007|Chaika||
76416267|Lada (surfactant)||
76429668|beta,2,4-Tribromophenetole||DTXSID901034061
76462674|3,6-Dichloro-2-methoxybenzoic acid mixt. with (2,4-dichlorophenoxy)acetic acid and O,O-bis(1-methylethyl) S-[2-[(phenylsulfonyl)amino]ethyl] phosphorodithioate||
76468489|Bromodichlorobenzene||
76494514|2,3,5,6-Tetramethylpyrazine hydrochloride (1:?)||
76547983|N~2~-[(1S)-1-Carboxy-3-phenylpropyl]-L-lysyl-L-proline||DTXSID6040537
76560695|Rodine 31A||DTXSID201034991
76578126|2-[4-[(6-Chloro-2-quinoxalinyl)oxy]phenoxy]propanoic acid||DTXSID60273935
76578137|2-[4-[(6-Chloro-2-quinoxalinyl)oxy]phenoxy]propanoic acid methyl ester||DTXSID00868400
76578148|2-[4-[(6-Chloro-2-quinoxalinyl)oxy]phenoxy]propanoic acid ethyl ester||DTXSID9023889
76608883|(betaE)-beta-(Cyclohexylmethylene)-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol||DTXSID601016585
76674210|alpha-(2-Fluorophenyl)-alpha-(4-fluorophenyl)-1H-1,2,4-triazole-1-ethanol|Conazoles|DTXSID8040727
76703623|(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester||DTXSID1034501
76703656|[1S-[1alpha(S*),3alpha(Z)]]-3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylic acid cyano(3-phenoxyphenyl)methyl ester ||DTXSID801033434
76706553|(2E,4R,5S,6E)-7-[2'-[(1S,2E,4E)-1,6-Dimethyl-2,4-heptadien-1-yl][2,4'-bithiazol]-4-yl]-3,5-dimethoxy-4-methyl-2,6-heptadienamide||DTXSID10868411
76712828|6-[1-(Phenylmethyl)-D-1-9-luteinizing hormone-releasing factor (swine)||DTXSID50227543
76720268|N-(2,6-Dimethylphenyl)-N-(methoxyacetyl)aniline methyl ester mixt.with pentachloronitrobenzene||DTXSID201035325
76738620|(alphaR,betaR)-rel-beta-[(4-Chlorophenyl)methyl]-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol|Endocrine Disrupting Chemicals (EDCs)|DTXSID2024242
76774737|Chlorisofos||DTXSID101034374
76775003|Kronitex TXP||DTXSID40107648
76808156|(3S,4S)-3-Ethyl-4-[(1S,3E,5R,7S,8R,9R)-8-hydroxy-1,3,5,7,9-pentamethyl-6-oxo-3-undecen-1-yl]-2-oxetanone||
76824356|N-(Aminosulfonyl)-3-[[[2-[(aminoiminomethyl)amino]-4-thiazolyl]methyl]thio]propanimidamide|Pharmaceutical Personal Care Products (PPCPs)|DTXSID5023039
76842074|2,3,3',4',5'-Pentachloro-1,1'-biphenyl||
76902904|1-Methyl-3,5,7-triaza-1-azoniatricyclo[3.3.1.13,7]decane chloride||
76930580|Sulfuric acid diammonium salt mixt. with diammonium hydrogen phosphate||DTXSID80227718
76932564|6-[3-(2-Naphthalenyl)-D-alanine]-luteinizing hormone-releasing factor (swine)||
76932600|6-[3-(2-Naphthalenyl)-D-alanine]-luteinizing hormone-releasing factor (swine) acetate (salt)||
76960877|Phosphorothioic acid O-ethyl O-methyl S-propyl ester||
76963412|N'-[2-[[[2-[(Dimethylamino)methyl]-4-thiazolyl]methyl]thio]ethyl]-N-methyl-2-nitro-1,1-ethenediamine|Pharmaceutical Personal Care Products (PPCPs)|
76974624|Bafin||
76974793|(3E,3aR,8bS)-rel-3-[[[(2R)-2,5-Dihydro-4-methyl-5-oxo-2-furanyl]oxy]methylene]-3,3a,4,8b-tetrahydro-2H-indeno[1,2-b]furan-2-one||
77008721|(+-)-2-Hydroxy-N-(1,1,3,3-tetramethylbutyl)propanamide||
77010425|(1R,3R)-3-(2,2-Dibromoethenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)-cyano(3-phenoxyphenyl)methyl ester mixt. with 5-[[2-(2-butoxyethoxy)ethoxy]methyl]-6-propyl-1,3-benzodioxole||
77018781|N-1H-Benzimidazol-2-yl-carbamic acid methyl ester, mixt. with 1-[[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1H-1,2,4-triazole||
77044781|3-[bis(2-Hydroxyethyl)amino]-2-[(2-hydroxyethyl)(hydroxymethyl)amino]-2-propen-1-ol||DTXSID101035615
77058721|(R)-2-Hydroxy-N-(1,1,3,3-tetramethylbutyl)propanamide||
77058732|(S)-2-Hydroxy-N-(1,1,3,3-tetramethylbutyl)propanamide||
77061586|2-[2-[4-(Dimethylamino)phenyl]diazenyl]-1,3-dimethyl-,1H-imidazolium chloride (1:1)||
77086227|(5S)-10,11-dihydro-5-methyl-5H-Dibenzo[a,d]cyclohepten-5,10-imine (2Z)-2-butenedioate (1:1)||DTXSID2045785
77096549|(16alpha,19E)-1-Acetyl-19,20-didehydrocuran-17-al||
77101521|1-Tetradecylquinolinium bromide||DTXSID50998362
77126842|4-Amino-6-methyl-3-(phenylamino)-1,2,4-triazin-5(4H)-one||
77175510|1-[1-[2-[(3-Chlorophenyl)methoxy]phenyl]ethenyl]-1H-imidazole|Conazoles|
77182822|2-Amino-4-(hydroxymethylphosphinyl)butanoic acid monoammonium salt|Endocrine Disrupting Chemicals (EDCs)|DTXSID1024120
77207013|5-[2-Chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoic acid, Ethyl ester||
77228650|2-(2,4-Diiodophenoxy)acetic acid||DTXSID80227970
77238176|Aphantoxin|Cyanotoxins|DTXSID801339222
77238392|Microcystin|Cyanotoxins|DTXSID001024118
77279891|4-Fluoro-3-phenoxy-benzoic acid||
77305818|1-(9,10-Dihydro-3,7-dihydroxy-2,8-dimethyl-4-phenanthrenyl)ethanone||
77323616|Teflon FC 807||
77337736|3-(Acetylamino)-1-propanesulfonic acid calcium salt (2:1)||
77337769|3-(Acetylamino)-1-propanesulfonic acid||
77366166|N-[[[3,5-Dichloro-4-[(2,2-dichlorocyclopropyl)methoxy]phenyl]amino]carbonyl]2,6-difluoro-benzamide||DTXSID70998581
77377527|N-[(1,1-Dimethylethyl)dimethylsilyl]-2,2,2-trifluoro-N-methylacetamide||
77462647|Gonyautoxin|Cyanotoxins|DTXSID901351942
77465760|Genesis (dechlorinating agent)||
77466752|Veratine||
77466832|Aerofroth 71||DTXSID701034508
77473020|(1R,12bR)-1-Ethyl-1,2,3,4,6,7,12,12b-octahydroindolo[2,3-a]quinolizine-1-propanoic acid 1-methylethyl ester||
77501601|5-[2-Chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoic acid carboxymethyl ester||DTXSID00868440
77501634|5-[2-Chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoic acid, 2-Ethoxy-1-methyl-2-oxoethyl ester|Endocrine Disrupting Chemicals (EDCs)|DTXSID7024160
77501872|5-[2-Chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoic acid 1-carboxyethyl ester||DTXSID201016276
77536664|Actinolite asbestos||
77536675|Anthophyllite asbestos||DTXSID00108999
77536686|Tremolite asbestos||DTXSID701026177
77551758|(3R,6E)-3,7,11-Trimethyl-1,6,10-dodecatrien-3-ol||
77621864|3,6-Dichloro-2-pyridinecarboxylic acid mixt. with [(3,5,6-trichloro-2-pyridinyl)oxy]acetic acid||
77656974|[(1R)-1-[(Diphenylphosphino)methyl]-2-phenylethyl]diphenylphosphine||
77691033|(1S)-1-C-(4-Amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl)-1,4-anhydro-D-ribitol|Cyanotoxins|DTXSID50998882
77691511|4-(1,3,3,3-Tetrachloropropyl)-1-cyclohexene||DTXSID50291406
77732093|N-(2,6-Dimethylphenyl)-2-methoxy-N-(2-oxo-3-oxazolidinyl)acetamide||DTXSID2032631
77734919|Palytoxin (C43-C47-hemiacetal)||
77768582|2-Chloro-beta-oxo-alpha-(4-phenyl-2(3H)-thiazolylidene)benzenepropanenitrile||DTXSID3041401
77848089|Sivar||DTXSID601035258
77916815|N,N-Diethylcarbamothioic acid S-[(4-chloro-3-hydroxyphenyl)methyl]ester||
77916826|3-(1,1-Dimethylethyl)-5-hydroxy-2,4-imidazolidinedione||
77953710|1,1,1,3,5,5,5-Heptafluoropentane-2,2,4,4-tetrol|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID70379295
78111145|(alphaR,2S,5R,6R,8S)-alpha,5-dihydroxy-alpha,10-dimethyl-8-[(1R,2E)-1-methyl-3-[(2R,4'aR,5R,6'S,8'R,8'aS)-octahydro-8'-hydroxy-6'-[(1S,3S)-1-hydroxy-3-[(2S,3R,6S)-3-methyl-1,7-dioxaspiro[5.5]undec-2-yl]butyl]-7'-methylenespiro[furan-2(3H),2'(3'H)-pyrano[3,2-b]pyran]-5-yl]-2-propenyl]-1,7-Dioxaspiro[5.5]undec-10-ene-2-propanoic acid methyl ester|Cyanotoxins|
78111178|(alphaR,2S,5R,6R,8S)-alpha,5-dihydroxy-alpha,10-dimethyl-8-[(1R,2E)-1-methyl-3-[(2R,4'aR,5R,6'S,8'R,8'aS)-octahydro-8'-hydroxy-6'-[(1S,3S)-1-hydroxy-3-[(2S,3R,6S)-3-methyl-1,7-dioxaspiro[5.5]undec-2-yl]butyl]-7'-methylenespiro[furan-2(3H),2'(3'H)-pyrano[3,2-b]pyran]-5-yl]-2-propen-1-yl]-1,7-Dioxaspiro[5.5]undec-10-ene-2-propanoic acid|Cyanotoxins|DTXSID60880002
78123714|L-Tyrosyl-D-alanylglycyl-N-(2-hydroxyethyl)-Nalpha-methyl-L-phenylalaninamide||DTXSID30228775
78152531|2-Chloro-6-(dichloromethyl)pyridine||
78214672|5,6-Dihydro-2-methyl-N-phenyl-1,4-oxathiin-3-carboxamide mixt. with (1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-hexachlorocyclohexane and tetramethylthioperoxydicarbonic diamide ([(Me2N)C(S)]2S2)||
78244981|Korsolin||DTXSID001351890
78246498|(3S,4R)-3-[(1,3-Benzodioxol-5-yloxy)methyl]-4-(4-fluorophenyl)piperidine hydrochloride (1:1)||DTXSID50228914
78263908|3-(2-Aminoethyl)-2-methyl-1H-indol-5-ol||DTXSID80228927
78266065|N-[2-[(3-Bromo-2,4,6-trimethylphenyl)amino]-2-oxoethyl]-N-(carboxymethyl)glycine||
78308324|Hydrocarbon oils, Arom.||DTXSID101034350
78315421|1-(4-Chlorophenyl)-1,3-dihydroxy-4,4,4-trichlorobutane||DTXSID601033969
78315874|Thiocyanic acid, 1-(2-Hydroxy)naphthyl ester||DTXSID401033468
78325174|2-Cyano-2-(methoxyimino)acetic acid||
78325185|2-Cyano-2-(hydroxyimino)acetic acid||
78367643|2,3-Dihydro-4-nitro-2-(1,1,2,2-tetrafluoroethyl)-6-(trifluoromethyl)-1H-benzimidazol-2-ol sodium salt||
78370215|(alphaZ)-alpha-[(Cyanomethoxy)imino]benzeneacetonitrile||
78383230|3-(2-Chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropane carboxylic acid, 2,3-Dihydro-4-phenyl-1H-inden-2-yl ester||DTXSID601035058
78383241|3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropane carboxylic acid 2,3-dihydro-4-phenyl-1H-inden-2-yl ester||DTXSID30999731
78403233|6,7-Dihydrodipyrido[1,2-a:2',1'-c]pyrazinediium dibromide mixt. with 1,1'-dimethyl-4,4'-bipyridinium||
78413464|Drillaid 405||DTXSID601033852
78448483|6-Ethyl-1,3,4,6,7,8-Hexahydro-4,6,8,8-tetramethylcyclopenta[g]-2-benzopyran||
78448494|8-Ethyl-1,3,4,6,7,8-Hexahydro-4,6,6,8-tetramethylcyclopenta[g]-2-benzopyran||
78491028|N-[1,3-Bis(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl]-N,N'-bis(hydroxymethyl)urea||DTXSID0029559
78493580|N-Acetyl-4-chloro-D-phenylalanyl-4-chloro-D-phenylalanyl-D-tryptophyl-L-seryl-L-tyrosyl-D-phenylalanyl-L-leucyl-L-arginyl-L-prolyl-D-alaninamide||DTXSID00229118
78560459|Trichloro(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silane|Per- and Polyfluoroalkyl Substances (PFAS)|DTXSID50229163
78565307|Swascofix  P 14||DTXSID901034504
78587050|(4R,5R)-rel-5-(4-Chlorophenyl)-N-cyclohexyl-4-methyl-2-oxo-3-thiazolidinecarboxamide|Endocrine Disrupting Chemicals (EDCs)|DTXSID7024299
78613351|(2R,6S)-rel-4-[3-[4-(1,1-Dimethylpropyl)phenyl]-2-methylpropyl]-2,6-dimethylmorpholine||DTXSID0046690
78642678|DC&R||
78691313|3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid cyano(3-phenoxyphenyl)methyl ester mixt. with O,O-diethyl O-(3,5,6-trichloro-2-pyridinyl)phosphorothioate||DTXSID40999949
78697253|4-Benzoyl-N,N,N-trimethylbenzenemethanaminium chloride (1:1)||DTXSID90888551
78755814|8-fluoro-5,6-dihydro-5-methyl-6-oxo-4H-imidazo[1,5-a][1,4]benzodiazepine-3-carboxylic acid, Ethyl ester||
78763549|Butyltin||DTXSID10879789
78770099|N-(Butoxymethyl)-2-chloro-N-(2,6-diethylphenyl)acetamide mixt. with 3-[2,4-dichloro-5-(1-methylethoxy)phenyl]-5-(1,1-dimethylethyl)-1,3,4-oxadiazol-2(3H)-one||
78770555|[1,2-Phenylenebis(iminocarbonothioyl)]biscarbamic acid dimethyl ester mixt. with 5,6-dihydro-2-methyl-N-phenyl-1,4-oxathiin-3-carboxamide 4,4-dioxide||
